doc_title,chunk_id,token_id,pos_tuple,pos,token_str,term_str,pos_group
CLEVER ELSIE,2,116,"('we', 'PRP')",PRP,we,we,PR
CLEVER ELSIE,2,117,"('have', 'VBP')",VBP,have,have,VB
CLEVER ELSIE,2,118,"('a', 'DT')",DT,a,a,DT
CLEVER ELSIE,2,119,"('child', 'NN')",NN,child,child,NN
CLEVER ELSIE,2,120,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,2,121,"('he', 'PRP')",PRP,he,he,PR
CLEVER ELSIE,2,122,"('grows', 'VBZ')",VBZ,grows,grows,VB
CLEVER ELSIE,2,123,"('big', 'JJ')",JJ,big,big,JJ
CLEVER ELSIE,2,124,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,2,125,"('has', 'VBZ')",VBZ,has,has,VB
CLEVER ELSIE,2,126,"('to', 'TO')",TO,to,to,TO
CLEVER ELSIE,2,127,"('draw', 'VB')",VB,draw,draw,VB
CLEVER ELSIE,2,128,"('beer', 'NN')",NN,beer,beer,NN
CLEVER ELSIE,2,129,"('here', 'RB')",RB,here,here,RB
CLEVER ELSIE,2,130,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,2,131,"('pickaxe', 'NN')",NN,pickaxe,pickaxe,NN
CLEVER ELSIE,2,132,"('will', 'MD')",MD,will,will,MD
CLEVER ELSIE,2,133,"('perhaps', 'RB')",RB,perhaps,perhaps,RB
CLEVER ELSIE,2,134,"('fall', 'VB')",VB,fall,fall,VB
CLEVER ELSIE,2,135,"('on', 'IN')",IN,on,on,IN
CLEVER ELSIE,2,136,"('his', 'PRP$')",PRP$,his,his,PR
CLEVER ELSIE,2,137,"('head', 'NN')",NN,head,head,NN
CLEVER ELSIE,2,138,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,2,139,"('kill', 'VB')",VB,kill,kill,VB
CLEVER ELSIE,2,140,"('him', 'PRP')",PRP,him,him,PR
CLEVER ELSIE,2,141,"('then', 'RB')",RB,then,then,RB
CLEVER ELSIE,2,142,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,2,143,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,2,144,"('maid', 'NN')",NN,maid,maid,NN
CLEVER ELSIE,2,145,"('what', 'WP')",WP,what,what,WP
CLEVER ELSIE,2,146,"('a', 'DT')",DT,a,a,DT
CLEVER ELSIE,2,147,"('clever', 'JJ')",JJ,clever,clever,JJ
CLEVER ELSIE,2,148,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,2,149,"('we', 'PRP')",PRP,we,we,PR
CLEVER ELSIE,3,0,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,1,"('pickaxe', 'NN')",NN,pickaxe,pickaxe,NN
CLEVER ELSIE,3,2,"('will', 'MD')",MD,will,will,MD
CLEVER ELSIE,3,3,"('perhaps', 'RB')",RB,perhaps,perhaps,RB
CLEVER ELSIE,3,4,"('fall', 'VB')",VB,fall,fall,VB
CLEVER ELSIE,3,5,"('on', 'IN')",IN,on,on,IN
CLEVER ELSIE,3,6,"('his', 'PRP$')",PRP$,his,his,PR
CLEVER ELSIE,3,7,"('head', 'NN')",NN,head,head,NN
CLEVER ELSIE,3,8,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,9,"('kill', 'VB')",VB,kill,kill,VB
CLEVER ELSIE,3,10,"('him', 'PRP')",PRP,him,him,PR
CLEVER ELSIE,3,11,"('then', 'RB')",RB,then,then,RB
CLEVER ELSIE,3,12,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,3,13,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,14,"('maid', 'NN')",NN,maid,maid,NN
CLEVER ELSIE,3,15,"('what', 'WP')",WP,what,what,WP
CLEVER ELSIE,3,16,"('a', 'DT')",DT,a,a,DT
CLEVER ELSIE,3,17,"('clever', 'JJ')",JJ,clever,clever,JJ
CLEVER ELSIE,3,18,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,3,19,"('we', 'PRP')",PRP,we,we,PR
CLEVER ELSIE,3,20,"('have', 'VBP')",VBP,have,have,VB
CLEVER ELSIE,3,21,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,22,"('sat', 'VBP')",VBP,sat,sat,VB
CLEVER ELSIE,3,23,"('down', 'RP')",RP,down,down,RP
CLEVER ELSIE,3,24,"('beside', 'RB')",RB,beside,beside,RB
CLEVER ELSIE,3,25,"('her', 'PRP$')",PRP$,her,her,PR
CLEVER ELSIE,3,26,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,27,"('began', 'VBD')",VBD,began,began,VB
CLEVER ELSIE,3,28,"('loudly', 'RB')",RB,loudly,loudly,RB
CLEVER ELSIE,3,29,"('to', 'TO')",TO,to,to,TO
CLEVER ELSIE,3,30,"('weep', 'VB')",VB,weep,weep,VB
CLEVER ELSIE,3,31,"('over', 'IN')",IN,over,over,IN
CLEVER ELSIE,3,32,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,33,"('misfortune', 'NN')",NN,misfortune,misfortune,NN
CLEVER ELSIE,3,34,"('after', 'IN')",IN,after,after,IN
CLEVER ELSIE,3,35,"('a', 'DT')",DT,a,a,DT
CLEVER ELSIE,3,36,"('while', 'NN')",NN,while,while,NN
CLEVER ELSIE,3,37,"('as', 'IN')",IN,as,as,IN
CLEVER ELSIE,3,38,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,39,"('maid', 'NN')",NN,maid,maid,NN
CLEVER ELSIE,3,40,"('did', 'VBD')",VBD,did,did,VB
CLEVER ELSIE,3,41,"('not', 'RB')",RB,not,not,RB
CLEVER ELSIE,3,42,"('come', 'VBN')",VBN,come,come,VB
CLEVER ELSIE,3,43,"('back', 'RB')",RB,back,back,RB
CLEVER ELSIE,3,44,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,45,"('those', 'DT')",DT,those,those,DT
CLEVER ELSIE,3,46,"('upstairs', 'NNS')",NNS,upstairs,upstairs,NN
CLEVER ELSIE,3,47,"('were', 'VBD')",VBD,were,were,VB
CLEVER ELSIE,3,48,"('thirsty', 'JJ')",JJ,thirsty,thirsty,JJ
CLEVER ELSIE,3,49,"('for', 'IN')",IN,for,for,IN
CLEVER ELSIE,3,50,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,51,"('beer', 'NN')",NN,beer,beer,NN
CLEVER ELSIE,3,52,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,53,"('man', 'NN')",NN,man,man,NN
CLEVER ELSIE,3,54,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,3,55,"('to', 'TO')",TO,to,to,TO
CLEVER ELSIE,3,56,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,57,"('boy', 'NN')",NN,boy,boy,NN
CLEVER ELSIE,3,58,"('just', 'RB')",RB,just,just,RB
CLEVER ELSIE,3,59,"('go', 'VB')",VB,go,go,VB
CLEVER ELSIE,3,60,"('down', 'RP')",RP,down,down,RP
CLEVER ELSIE,3,61,"('into', 'IN')",IN,into,into,IN
CLEVER ELSIE,3,62,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,63,"('cellar', 'NN')",NN,cellar,cellar,NN
CLEVER ELSIE,3,64,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,65,"('see', 'VB')",VB,see,see,VB
CLEVER ELSIE,3,66,"('where', 'WRB')",WRB,where,where,WR
CLEVER ELSIE,3,67,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,3,68,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,69,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,70,"('girl', 'NN')",NN,girl,girl,NN
CLEVER ELSIE,3,71,"('are', 'VBP')",VBP,are,are,VB
CLEVER ELSIE,3,72,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,73,"('boy', 'NN')",NN,boy,boy,NN
CLEVER ELSIE,3,74,"('went', 'VBD')",VBD,went,went,VB
CLEVER ELSIE,3,75,"('down', 'RB')",RB,down,down,RB
CLEVER ELSIE,3,76,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,77,"('there', 'RB')",RB,there,there,RB
CLEVER ELSIE,3,78,"('sat', 'VBD')",VBD,sat,sat,VB
CLEVER ELSIE,3,79,"('clever', 'NN')",NN,clever,clever,NN
CLEVER ELSIE,3,80,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,3,81,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,82,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,83,"('girl', 'NN')",NN,girl,girl,NN
CLEVER ELSIE,3,84,"('both', 'DT')",DT,both,both,DT
CLEVER ELSIE,3,85,"('weeping', 'VBG')",VBG,weeping,weeping,VB
CLEVER ELSIE,3,86,"('together', 'RB')",RB,together,together,RB
CLEVER ELSIE,3,87,"('then', 'RB')",RB,then,then,RB
CLEVER ELSIE,3,88,"('he', 'PRP')",PRP,he,he,PR
CLEVER ELSIE,3,89,"('asked', 'VBD')",VBD,asked,asked,VB
CLEVER ELSIE,3,90,"('why', 'WRB')",WRB,why,why,WR
CLEVER ELSIE,3,91,"('are', 'VBP')",VBP,are,are,VB
CLEVER ELSIE,3,92,"('you', 'PRP')",PRP,you,you,PR
CLEVER ELSIE,3,93,"('weeping', 'VBG')",VBG,weeping,weeping,VB
CLEVER ELSIE,3,94,"('ah', 'NNS')",NNS,ah,ah,NN
CLEVER ELSIE,3,95,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,3,96,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,3,97,"('have', 'VBP')",VBP,have,have,VB
CLEVER ELSIE,3,98,"('i', 'VBN')",VBN,i,i,VB
CLEVER ELSIE,3,99,"('not', 'RB')",RB,not,not,RB
CLEVER ELSIE,3,100,"('reason', 'NN')",NN,reason,reason,NN
CLEVER ELSIE,3,101,"('to', 'TO')",TO,to,to,TO
CLEVER ELSIE,3,102,"('weep', 'VB')",VB,weep,weep,VB
CLEVER ELSIE,3,103,"('if', 'IN')",IN,if,if,IN
CLEVER ELSIE,3,104,"('i', 'JJ')",JJ,i,i,JJ
CLEVER ELSIE,3,105,"('get', 'VBP')",VBP,get,get,VB
CLEVER ELSIE,3,106,"('hans', 'NNS')",NNS,hans,hans,NN
CLEVER ELSIE,3,107,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,108,"('we', 'PRP')",PRP,we,we,PR
CLEVER ELSIE,3,109,"('have', 'VBP')",VBP,have,have,VB
CLEVER ELSIE,3,110,"('a', 'DT')",DT,a,a,DT
CLEVER ELSIE,3,111,"('child', 'NN')",NN,child,child,NN
CLEVER ELSIE,3,112,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,113,"('he', 'PRP')",PRP,he,he,PR
CLEVER ELSIE,3,114,"('grows', 'VBZ')",VBZ,grows,grows,VB
CLEVER ELSIE,3,115,"('big', 'JJ')",JJ,big,big,JJ
CLEVER ELSIE,3,116,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,117,"('has', 'VBZ')",VBZ,has,has,VB
CLEVER ELSIE,3,118,"('to', 'TO')",TO,to,to,TO
CLEVER ELSIE,3,119,"('draw', 'VB')",VB,draw,draw,VB
CLEVER ELSIE,3,120,"('beer', 'NN')",NN,beer,beer,NN
CLEVER ELSIE,3,121,"('here', 'RB')",RB,here,here,RB
CLEVER ELSIE,3,122,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,123,"('pickaxe', 'NN')",NN,pickaxe,pickaxe,NN
CLEVER ELSIE,3,124,"('will', 'MD')",MD,will,will,MD
CLEVER ELSIE,3,125,"('fall', 'VB')",VB,fall,fall,VB
CLEVER ELSIE,3,126,"('on', 'IN')",IN,on,on,IN
CLEVER ELSIE,3,127,"('his', 'PRP$')",PRP$,his,his,PR
CLEVER ELSIE,3,128,"('head', 'NN')",NN,head,head,NN
CLEVER ELSIE,3,129,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,130,"('kill', 'VB')",VB,kill,kill,VB
CLEVER ELSIE,3,131,"('him', 'PRP')",PRP,him,him,PR
CLEVER ELSIE,3,132,"('then', 'RB')",RB,then,then,RB
CLEVER ELSIE,3,133,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,3,134,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,3,135,"('boy', 'NN')",NN,boy,boy,NN
CLEVER ELSIE,3,136,"('what', 'WP')",WP,what,what,WP
CLEVER ELSIE,3,137,"('a', 'DT')",DT,a,a,DT
CLEVER ELSIE,3,138,"('clever', 'JJ')",JJ,clever,clever,JJ
CLEVER ELSIE,3,139,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,3,140,"('we', 'PRP')",PRP,we,we,PR
CLEVER ELSIE,3,141,"('have', 'VBP')",VBP,have,have,VB
CLEVER ELSIE,3,142,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,143,"('sat', 'VBP')",VBP,sat,sat,VB
CLEVER ELSIE,3,144,"('down', 'RP')",RP,down,down,RP
CLEVER ELSIE,3,145,"('by', 'IN')",IN,by,by,IN
CLEVER ELSIE,3,146,"('her', 'PRP$')",PRP$,her,her,PR
CLEVER ELSIE,3,147,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,3,148,"('likewise', 'NN')",NN,likewise,likewise,NN
CLEVER ELSIE,3,149,"('began', 'VBD')",VBD,began,began,VB
CLEVER ELSIE,4,0,"('kill', 'VB')",VB,kill,kill,VB
CLEVER ELSIE,4,1,"('him', 'PRP')",PRP,him,him,PR
CLEVER ELSIE,4,2,"('then', 'RB')",RB,then,then,RB
CLEVER ELSIE,4,3,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,4,4,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,5,"('boy', 'NN')",NN,boy,boy,NN
CLEVER ELSIE,4,6,"('what', 'WP')",WP,what,what,WP
CLEVER ELSIE,4,7,"('a', 'DT')",DT,a,a,DT
CLEVER ELSIE,4,8,"('clever', 'JJ')",JJ,clever,clever,JJ
CLEVER ELSIE,4,9,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,4,10,"('we', 'PRP')",PRP,we,we,PR
CLEVER ELSIE,4,11,"('have', 'VBP')",VBP,have,have,VB
CLEVER ELSIE,4,12,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,13,"('sat', 'VBP')",VBP,sat,sat,VB
CLEVER ELSIE,4,14,"('down', 'RP')",RP,down,down,RP
CLEVER ELSIE,4,15,"('by', 'IN')",IN,by,by,IN
CLEVER ELSIE,4,16,"('her', 'PRP$')",PRP$,her,her,PR
CLEVER ELSIE,4,17,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,18,"('likewise', 'VB')",VB,likewise,likewise,VB
CLEVER ELSIE,4,19,"('began', 'VBD')",VBD,began,began,VB
CLEVER ELSIE,4,20,"('to', 'TO')",TO,to,to,TO
CLEVER ELSIE,4,21,"('howl', 'VB')",VB,howl,howl,VB
CLEVER ELSIE,4,22,"('loudly', 'RB')",RB,loudly,loudly,RB
CLEVER ELSIE,4,23,"('upstairs', 'IN')",IN,upstairs,upstairs,IN
CLEVER ELSIE,4,24,"('they', 'PRP')",PRP,they,they,PR
CLEVER ELSIE,4,25,"('waited', 'VBD')",VBD,waited,waited,VB
CLEVER ELSIE,4,26,"('for', 'IN')",IN,for,for,IN
CLEVER ELSIE,4,27,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,28,"('boy', 'NN')",NN,boy,boy,NN
CLEVER ELSIE,4,29,"('but', 'CC')",CC,but,but,CC
CLEVER ELSIE,4,30,"('as', 'IN')",IN,as,as,IN
CLEVER ELSIE,4,31,"('he', 'PRP')",PRP,he,he,PR
CLEVER ELSIE,4,32,"('still', 'RB')",RB,still,still,RB
CLEVER ELSIE,4,33,"('did', 'VBD')",VBD,did,did,VB
CLEVER ELSIE,4,34,"('not', 'RB')",RB,not,not,RB
CLEVER ELSIE,4,35,"('return', 'VB')",VB,return,return,VB
CLEVER ELSIE,4,36,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,37,"('man', 'NN')",NN,man,man,NN
CLEVER ELSIE,4,38,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,4,39,"('to', 'TO')",TO,to,to,TO
CLEVER ELSIE,4,40,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,41,"('woman', 'NN')",NN,woman,woman,NN
CLEVER ELSIE,4,42,"('just', 'RB')",RB,just,just,RB
CLEVER ELSIE,4,43,"('go', 'VB')",VB,go,go,VB
CLEVER ELSIE,4,44,"('down', 'RP')",RP,down,down,RP
CLEVER ELSIE,4,45,"('into', 'IN')",IN,into,into,IN
CLEVER ELSIE,4,46,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,47,"('cellar', 'NN')",NN,cellar,cellar,NN
CLEVER ELSIE,4,48,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,49,"('see', 'VB')",VB,see,see,VB
CLEVER ELSIE,4,50,"('where', 'WRB')",WRB,where,where,WR
CLEVER ELSIE,4,51,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,4,52,"('is', 'VBZ')",VBZ,is,is,VB
CLEVER ELSIE,4,53,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,54,"('woman', 'NN')",NN,woman,woman,NN
CLEVER ELSIE,4,55,"('went', 'VBD')",VBD,went,went,VB
CLEVER ELSIE,4,56,"('down', 'RB')",RB,down,down,RB
CLEVER ELSIE,4,57,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,58,"('found', 'VBD')",VBD,found,found,VB
CLEVER ELSIE,4,59,"('all', 'DT')",DT,all,all,DT
CLEVER ELSIE,4,60,"('three', 'CD')",CD,three,three,CD
CLEVER ELSIE,4,61,"('in', 'IN')",IN,in,in,IN
CLEVER ELSIE,4,62,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,63,"('midst', 'NN')",NN,midst,midst,NN
CLEVER ELSIE,4,64,"('of', 'IN')",IN,of,of,IN
CLEVER ELSIE,4,65,"('their', 'PRP$')",PRP$,their,their,PR
CLEVER ELSIE,4,66,"('lamentations', 'NNS')",NNS,lamentations,lamentations,NN
CLEVER ELSIE,4,67,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,68,"('inquired', 'VBD')",VBD,inquired,inquired,VB
CLEVER ELSIE,4,69,"('what', 'WP')",WP,what,what,WP
CLEVER ELSIE,4,70,"('was', 'VBD')",VBD,was,was,VB
CLEVER ELSIE,4,71,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,72,"('cause', 'NN')",NN,cause,cause,NN
CLEVER ELSIE,4,73,"('then', 'RB')",RB,then,then,RB
CLEVER ELSIE,4,74,"('elsie', 'RB')",RB,elsie,elsie,RB
CLEVER ELSIE,4,75,"('told', 'VBD')",VBD,told,told,VB
CLEVER ELSIE,4,76,"('her', 'PRP')",PRP,her,her,PR
CLEVER ELSIE,4,77,"('also', 'RB')",RB,also,also,RB
CLEVER ELSIE,4,78,"('that', 'IN')",IN,that,that,IN
CLEVER ELSIE,4,79,"('her', 'PRP$')",PRP$,her,her,PR
CLEVER ELSIE,4,80,"('future', 'NN')",NN,future,future,NN
CLEVER ELSIE,4,81,"('child', 'NN')",NN,child,child,NN
CLEVER ELSIE,4,82,"('was', 'VBD')",VBD,was,was,VB
CLEVER ELSIE,4,83,"('to', 'TO')",TO,to,to,TO
CLEVER ELSIE,4,84,"('be', 'VB')",VB,be,be,VB
CLEVER ELSIE,4,85,"('killed', 'VBN')",VBN,killed,killed,VB
CLEVER ELSIE,4,86,"('by', 'IN')",IN,by,by,IN
CLEVER ELSIE,4,87,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,88,"('pickaxe', 'NN')",NN,pickaxe,pickaxe,NN
CLEVER ELSIE,4,89,"('when', 'WRB')",WRB,when,when,WR
CLEVER ELSIE,4,90,"('it', 'PRP')",PRP,it,it,PR
CLEVER ELSIE,4,91,"('grew', 'VBD')",VBD,grew,grew,VB
CLEVER ELSIE,4,92,"('big', 'JJ')",JJ,big,big,JJ
CLEVER ELSIE,4,93,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,94,"('had', 'VBD')",VBD,had,had,VB
CLEVER ELSIE,4,95,"('to', 'TO')",TO,to,to,TO
CLEVER ELSIE,4,96,"('draw', 'VB')",VB,draw,draw,VB
CLEVER ELSIE,4,97,"('beer', 'NN')",NN,beer,beer,NN
CLEVER ELSIE,4,98,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,99,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,100,"('pickaxe', 'NN')",NN,pickaxe,pickaxe,NN
CLEVER ELSIE,4,101,"('fell', 'VBD')",VBD,fell,fell,VB
CLEVER ELSIE,4,102,"('down', 'RB')",RB,down,down,RB
CLEVER ELSIE,4,103,"('then', 'RB')",RB,then,then,RB
CLEVER ELSIE,4,104,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,4,105,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,106,"('mother', 'NN')",NN,mother,mother,NN
CLEVER ELSIE,4,107,"('likewise', 'VB')",VB,likewise,likewise,VB
CLEVER ELSIE,4,108,"('what', 'WP')",WP,what,what,WP
CLEVER ELSIE,4,109,"('a', 'DT')",DT,a,a,DT
CLEVER ELSIE,4,110,"('clever', 'JJ')",JJ,clever,clever,JJ
CLEVER ELSIE,4,111,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,4,112,"('we', 'PRP')",PRP,we,we,PR
CLEVER ELSIE,4,113,"('have', 'VBP')",VBP,have,have,VB
CLEVER ELSIE,4,114,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,115,"('sat', 'VBP')",VBP,sat,sat,VB
CLEVER ELSIE,4,116,"('down', 'RP')",RP,down,down,RP
CLEVER ELSIE,4,117,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,118,"('wept', 'VB')",VB,wept,wept,VB
CLEVER ELSIE,4,119,"('with', 'IN')",IN,with,with,IN
CLEVER ELSIE,4,120,"('them', 'PRP')",PRP,them,them,PR
CLEVER ELSIE,4,121,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,122,"('man', 'NN')",NN,man,man,NN
CLEVER ELSIE,4,123,"('upstairs', 'VBZ')",VBZ,upstairs,upstairs,VB
CLEVER ELSIE,4,124,"('waited', 'VBD')",VBD,waited,waited,VB
CLEVER ELSIE,4,125,"('a', 'DT')",DT,a,a,DT
CLEVER ELSIE,4,126,"('short', 'JJ')",JJ,short,short,JJ
CLEVER ELSIE,4,127,"('time', 'NN')",NN,time,time,NN
CLEVER ELSIE,4,128,"('but', 'CC')",CC,but,but,CC
CLEVER ELSIE,4,129,"('as', 'IN')",IN,as,as,IN
CLEVER ELSIE,4,130,"('his', 'PRP$')",PRP$,his,his,PR
CLEVER ELSIE,4,131,"('wife', 'NN')",NN,wife,wife,NN
CLEVER ELSIE,4,132,"('did', 'VBD')",VBD,did,did,VB
CLEVER ELSIE,4,133,"('not', 'RB')",RB,not,not,RB
CLEVER ELSIE,4,134,"('come', 'VBN')",VBN,come,come,VB
CLEVER ELSIE,4,135,"('back', 'RB')",RB,back,back,RB
CLEVER ELSIE,4,136,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,4,137,"('his', 'PRP$')",PRP$,his,his,PR
CLEVER ELSIE,4,138,"('thirst', 'NN')",NN,thirst,thirst,NN
CLEVER ELSIE,4,139,"('grew', 'VBD')",VBD,grew,grew,VB
CLEVER ELSIE,4,140,"('ever', 'RB')",RB,ever,ever,RB
CLEVER ELSIE,4,141,"('greater', 'JJR')",JJR,greater,greater,JJ
CLEVER ELSIE,4,142,"('he', 'PRP')",PRP,he,he,PR
CLEVER ELSIE,4,143,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,4,144,"('i', 'NN')",NN,i,i,NN
CLEVER ELSIE,4,145,"('must', 'MD')",MD,must,must,MD
CLEVER ELSIE,4,146,"('go', 'VB')",VB,go,go,VB
CLEVER ELSIE,4,147,"('into', 'IN')",IN,into,into,IN
CLEVER ELSIE,4,148,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,4,149,"('cellar', 'NN')",NN,cellar,cellar,NN
CLEVER ELSIE,5,0,"('his', 'PRP$')",PRP$,his,his,PR
CLEVER ELSIE,5,1,"('wife', 'NN')",NN,wife,wife,NN
CLEVER ELSIE,5,2,"('did', 'VBD')",VBD,did,did,VB
CLEVER ELSIE,5,3,"('not', 'RB')",RB,not,not,RB
CLEVER ELSIE,5,4,"('come', 'VBN')",VBN,come,come,VB
CLEVER ELSIE,5,5,"('back', 'RB')",RB,back,back,RB
CLEVER ELSIE,5,6,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,5,7,"('his', 'PRP$')",PRP$,his,his,PR
CLEVER ELSIE,5,8,"('thirst', 'NN')",NN,thirst,thirst,NN
CLEVER ELSIE,5,9,"('grew', 'VBD')",VBD,grew,grew,VB
CLEVER ELSIE,5,10,"('ever', 'RB')",RB,ever,ever,RB
CLEVER ELSIE,5,11,"('greater', 'JJR')",JJR,greater,greater,JJ
CLEVER ELSIE,5,12,"('he', 'PRP')",PRP,he,he,PR
CLEVER ELSIE,5,13,"('said', 'VBD')",VBD,said,said,VB
CLEVER ELSIE,5,14,"('i', 'NN')",NN,i,i,NN
CLEVER ELSIE,5,15,"('must', 'MD')",MD,must,must,MD
CLEVER ELSIE,5,16,"('go', 'VB')",VB,go,go,VB
CLEVER ELSIE,5,17,"('into', 'IN')",IN,into,into,IN
CLEVER ELSIE,5,18,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,5,19,"('cellar', 'JJ')",JJ,cellar,cellar,JJ
CLEVER ELSIE,5,20,"('myself', 'NN')",NN,myself,myself,NN
CLEVER ELSIE,5,21,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,5,22,"('see', 'VB')",VB,see,see,VB
CLEVER ELSIE,5,23,"('where', 'WRB')",WRB,where,where,WR
CLEVER ELSIE,5,24,"('elsie', 'NN')",NN,elsie,elsie,NN
CLEVER ELSIE,5,25,"('is', 'VBZ')",VBZ,is,is,VB
CLEVER ELSIE,5,26,"('but', 'CC')",CC,but,but,CC
CLEVER ELSIE,5,27,"('when', 'WRB')",WRB,when,when,WR
CLEVER ELSIE,5,28,"('he', 'PRP')",PRP,he,he,PR
CLEVER ELSIE,5,29,"('got', 'VBD')",VBD,got,got,VB
CLEVER ELSIE,5,30,"('into', 'IN')",IN,into,into,IN
CLEVER ELSIE,5,31,"('the', 'DT')",DT,the,the,DT
CLEVER ELSIE,5,32,"('cellar', 'NN')",NN,cellar,cellar,NN
CLEVER ELSIE,5,33,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,5,34,"('they', 'PRP')",PRP,they,they,PR
CLEVER ELSIE,5,35,"('were', 'VBD')",VBD,were,were,VB
CLEVER ELSIE,5,36,"('all', 'DT')",DT,all,all,DT
CLEVER ELSIE,5,37,"('sitting', 'VBG')",VBG,sitting,sitting,VB
CLEVER ELSIE,5,38,"('together', 'RB')",RB,together,together,RB
CLEVER ELSIE,5,39,"('crying', 'VBG')",VBG,crying,crying,VB
CLEVER ELSIE,5,40,"('and', 'CC')",CC,and,and,CC
CLEVER ELSIE,5,41,"('he', 'PRP')",PRP,he,he,PR
