doc_title,para_num,sentence_num,token_num,pos_tuple,pos,token_str,term_str,pos_group,n_char
LILY AND THE LION,12,8,15,"('be', 'VB')",VB,be,be,VB,2
LILY AND THE LION,12,8,16,"('sold', 'VBN')",VBN,sold,sold,VB,4
LILY AND THE LION,12,9,0,"('‘', 'MD')",MD,‘,,MD,1
LILY AND THE LION,12,9,1,"('Not', 'RB')",RB,Not,not,RB,3
LILY AND THE LION,12,9,2,"('for', 'IN')",IN,for,for,IN,3
LILY AND THE LION,12,9,3,"('gold', 'NN')",NN,gold,gold,NN,4
LILY AND THE LION,12,9,4,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,9,5,"('silver', 'NN')",NN,silver,silver,NN,6
LILY AND THE LION,12,10,0,"('’', 'NN')",NN,’,,NN,1
LILY AND THE LION,12,10,1,"('said', 'VBD')",VBD,said,said,VB,4
LILY AND THE LION,12,10,2,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,12,10,3,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,10,4,"('‘', ""''"")",'',‘,,'',1
LILY AND THE LION,12,10,5,"('but', 'CC')",CC,but,but,CC,3
LILY AND THE LION,12,10,6,"('for', 'IN')",IN,for,for,IN,3
LILY AND THE LION,12,10,7,"('flesh', 'JJ')",JJ,flesh,flesh,JJ,5
LILY AND THE LION,12,10,8,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,10,9,"('blood', 'NN')",NN,blood,blood,NN,5
LILY AND THE LION,12,11,0,"('’', 'IN')",IN,’,,IN,1
LILY AND THE LION,12,11,1,"('The', 'DT')",DT,The,the,DT,3
LILY AND THE LION,12,11,2,"('princess', 'NN')",NN,princess,princess,NN,8
LILY AND THE LION,12,11,3,"('asked', 'VBD')",VBD,asked,asked,VB,5
LILY AND THE LION,12,11,4,"('what', 'WP')",WP,what,what,WP,4
LILY AND THE LION,12,11,5,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,12,11,6,"('meant', 'VBD')",VBD,meant,meant,VB,5
LILY AND THE LION,12,11,7,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,11,8,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,11,9,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,12,11,10,"('said', 'VBD')",VBD,said,said,VB,4
LILY AND THE LION,12,11,11,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,11,12,"('‘', 'NNP')",NNP,‘,,NN,1
LILY AND THE LION,12,11,13,"('Let', 'NNP')",NNP,Let,let,NN,3
LILY AND THE LION,12,11,14,"('me', 'PRP')",PRP,me,me,PR,2
LILY AND THE LION,12,11,15,"('speak', 'VB')",VB,speak,speak,VB,5
LILY AND THE LION,12,11,16,"('with', 'IN')",IN,with,with,IN,4
LILY AND THE LION,12,11,17,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,11,18,"('bridegroom', 'NN')",NN,bridegroom,bridegroom,NN,10
LILY AND THE LION,12,11,19,"('this', 'DT')",DT,this,this,DT,4
LILY AND THE LION,12,11,20,"('night', 'NN')",NN,night,night,NN,5
LILY AND THE LION,12,11,21,"('in', 'IN')",IN,in,in,IN,2
LILY AND THE LION,12,11,22,"('his', 'PRP$')",PRP$,his,his,PR,3
LILY AND THE LION,12,11,23,"('chamber', 'NN')",NN,chamber,chamber,NN,7
LILY AND THE LION,12,11,24,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,11,25,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,11,26,"('I', 'PRP')",PRP,I,i,PR,1
LILY AND THE LION,12,11,27,"('will', 'MD')",MD,will,will,MD,4
LILY AND THE LION,12,11,28,"('give', 'VB')",VB,give,give,VB,4
LILY AND THE LION,12,11,29,"('thee', 'VB')",VB,thee,thee,VB,4
LILY AND THE LION,12,11,30,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,11,31,"('dress', 'NN')",NN,dress,dress,NN,5
LILY AND THE LION,12,12,0,"('’', 'NN')",NN,’,,NN,1
LILY AND THE LION,12,12,1,"('At', 'IN')",IN,At,at,IN,2
LILY AND THE LION,12,12,2,"('last', 'JJ')",JJ,last,last,JJ,4
LILY AND THE LION,12,12,3,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,12,4,"('princess', 'NN')",NN,princess,princess,NN,8
LILY AND THE LION,12,12,5,"('agreed', 'VBD')",VBD,agreed,agreed,VB,6
LILY AND THE LION,12,12,6,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,12,7,"('but', 'CC')",CC,but,but,CC,3
LILY AND THE LION,12,12,8,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,12,12,9,"('told', 'VBD')",VBD,told,told,VB,4
LILY AND THE LION,12,12,10,"('her', 'PRP')",PRP,her,her,PR,3
LILY AND THE LION,12,12,11,"('chamberlain', 'NN')",NN,chamberlain,chamberlain,NN,11
LILY AND THE LION,12,12,12,"('to', 'TO')",TO,to,to,TO,2
LILY AND THE LION,12,12,13,"('give', 'VB')",VB,give,give,VB,4
LILY AND THE LION,12,12,14,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,12,15,"('prince', 'NN')",NN,prince,prince,NN,6
LILY AND THE LION,12,12,16,"('a', 'DT')",DT,a,a,DT,1
LILY AND THE LION,12,12,17,"('sleeping', 'NN')",NN,sleeping,sleeping,NN,8
LILY AND THE LION,12,12,18,"('draught', 'NN')",NN,draught,draught,NN,7
LILY AND THE LION,12,12,19,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,12,20,"('that', 'IN')",IN,that,that,IN,4
LILY AND THE LION,12,12,21,"('he', 'PRP')",PRP,he,he,PR,2
LILY AND THE LION,12,12,22,"('might', 'MD')",MD,might,might,MD,5
LILY AND THE LION,12,12,23,"('not', 'RB')",RB,not,not,RB,3
LILY AND THE LION,12,12,24,"('hear', 'VB')",VB,hear,hear,VB,4
LILY AND THE LION,12,12,25,"('or', 'CC')",CC,or,or,CC,2
LILY AND THE LION,12,12,26,"('see', 'VB')",VB,see,see,VB,3
LILY AND THE LION,12,12,27,"('her', 'PRP$')",PRP$,her,her,PR,3
LILY AND THE LION,12,13,0,"('When', 'WRB')",WRB,When,when,WR,4
LILY AND THE LION,12,13,1,"('evening', 'VBG')",VBG,evening,evening,VB,7
LILY AND THE LION,12,13,2,"('came', 'VBD')",VBD,came,came,VB,4
LILY AND THE LION,12,13,3,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,13,4,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,13,5,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,13,6,"('prince', 'NN')",NN,prince,prince,NN,6
LILY AND THE LION,12,13,7,"('had', 'VBD')",VBD,had,had,VB,3
LILY AND THE LION,12,13,8,"('fallen', 'VBN')",VBN,fallen,fallen,VB,6
LILY AND THE LION,12,13,9,"('asleep', 'RB')",RB,asleep,asleep,RB,6
LILY AND THE LION,12,13,10,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,13,11,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,12,13,12,"('was', 'VBD')",VBD,was,was,VB,3
LILY AND THE LION,12,13,13,"('led', 'VBN')",VBN,led,led,VB,3
LILY AND THE LION,12,13,14,"('into', 'IN')",IN,into,into,IN,4
LILY AND THE LION,12,13,15,"('his', 'PRP$')",PRP$,his,his,PR,3
LILY AND THE LION,12,13,16,"('chamber', 'NN')",NN,chamber,chamber,NN,7
LILY AND THE LION,12,13,17,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,13,18,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,13,19,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,12,13,20,"('sat', 'VBD')",VBD,sat,sat,VB,3
LILY AND THE LION,12,13,21,"('herself', 'PRP')",PRP,herself,herself,PR,7
LILY AND THE LION,12,13,22,"('down', 'RP')",RP,down,down,RP,4
LILY AND THE LION,12,13,23,"('at', 'IN')",IN,at,at,IN,2
LILY AND THE LION,12,13,24,"('his', 'PRP$')",PRP$,his,his,PR,3
LILY AND THE LION,12,13,25,"('feet', 'NNS')",NNS,feet,feet,NN,4
LILY AND THE LION,12,13,26,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,13,27,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,13,28,"('said', 'VBD')",VBD,said,said,VB,4
LILY AND THE LION,12,14,0,"('‘', 'NN')",NN,‘,,NN,1
LILY AND THE LION,12,14,1,"('I', 'PRP')",PRP,I,i,PR,1
LILY AND THE LION,12,14,2,"('have', 'VBP')",VBP,have,have,VB,4
LILY AND THE LION,12,14,3,"('followed', 'VBN')",VBN,followed,followed,VB,8
LILY AND THE LION,12,14,4,"('thee', 'JJ')",JJ,thee,thee,JJ,4
LILY AND THE LION,12,14,5,"('seven', 'CD')",CD,seven,seven,CD,5
LILY AND THE LION,12,14,6,"('years', 'NNS')",NNS,years,years,NN,5
LILY AND THE LION,12,15,0,"('I', 'PRP')",PRP,I,i,PR,1
LILY AND THE LION,12,15,1,"('have', 'VBP')",VBP,have,have,VB,4
LILY AND THE LION,12,15,2,"('been', 'VBN')",VBN,been,been,VB,4
LILY AND THE LION,12,15,3,"('to', 'TO')",TO,to,to,TO,2
LILY AND THE LION,12,15,4,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,15,5,"('sun', 'NN')",NN,sun,sun,NN,3
LILY AND THE LION,12,15,6,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,15,7,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,15,8,"('moon', 'NN')",NN,moon,moon,NN,4
LILY AND THE LION,12,15,9,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,15,10,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,15,11,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,15,12,"('night-wind', 'JJ')",JJ,night-wind,nightwind,JJ,10
LILY AND THE LION,12,15,13,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,15,14,"('to', 'TO')",TO,to,to,TO,2
LILY AND THE LION,12,15,15,"('seek', 'VB')",VB,seek,seek,VB,4
LILY AND THE LION,12,15,16,"('thee', 'NN')",NN,thee,thee,NN,4
LILY AND THE LION,12,15,17,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,15,18,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,15,19,"('at', 'IN')",IN,at,at,IN,2
LILY AND THE LION,12,15,20,"('last', 'JJ')",JJ,last,last,JJ,4
LILY AND THE LION,12,15,21,"('I', 'PRP')",PRP,I,i,PR,1
LILY AND THE LION,12,15,22,"('have', 'VBP')",VBP,have,have,VB,4
LILY AND THE LION,12,15,23,"('helped', 'VBN')",VBN,helped,helped,VB,6
LILY AND THE LION,12,15,24,"('thee', 'VB')",VB,thee,thee,VB,4
LILY AND THE LION,12,15,25,"('to', 'TO')",TO,to,to,TO,2
LILY AND THE LION,12,15,26,"('overcome', 'VB')",VB,overcome,overcome,VB,8
LILY AND THE LION,12,15,27,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,15,28,"('dragon', 'NN')",NN,dragon,dragon,NN,6
LILY AND THE LION,12,16,0,"('Wilt', 'NNP')",NNP,Wilt,wilt,NN,4
LILY AND THE LION,12,16,1,"('thou', 'NN')",NN,thou,thou,NN,4
LILY AND THE LION,12,16,2,"('then', 'RB')",RB,then,then,RB,4
LILY AND THE LION,12,16,3,"('forget', 'VB')",VB,forget,forget,VB,6
LILY AND THE LION,12,16,4,"('me', 'PRP')",PRP,me,me,PR,2
LILY AND THE LION,12,16,5,"('quite', 'RB')",RB,quite,quite,RB,5
LILY AND THE LION,12,17,0,"('’', 'NN')",NN,’,,NN,1
LILY AND THE LION,12,17,1,"('But', 'CC')",CC,But,but,CC,3
LILY AND THE LION,12,17,2,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,17,3,"('prince', 'NN')",NN,prince,prince,NN,6
LILY AND THE LION,12,17,4,"('all', 'PDT')",PDT,all,all,PD,3
LILY AND THE LION,12,17,5,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,17,6,"('time', 'NN')",NN,time,time,NN,4
LILY AND THE LION,12,17,7,"('slept', 'VBD')",VBD,slept,slept,VB,5
LILY AND THE LION,12,17,8,"('so', 'RB')",RB,so,so,RB,2
LILY AND THE LION,12,17,9,"('soundly', 'RB')",RB,soundly,soundly,RB,7
LILY AND THE LION,12,17,10,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,17,11,"('that', 'IN')",IN,that,that,IN,4
LILY AND THE LION,12,17,12,"('her', 'PRP$')",PRP$,her,her,PR,3
LILY AND THE LION,12,17,13,"('voice', 'NN')",NN,voice,voice,NN,5
LILY AND THE LION,12,17,14,"('only', 'RB')",RB,only,only,RB,4
LILY AND THE LION,12,17,15,"('passed', 'VBD')",VBD,passed,passed,VB,6
LILY AND THE LION,12,17,16,"('over', 'IN')",IN,over,over,IN,4
LILY AND THE LION,12,17,17,"('him', 'PRP')",PRP,him,him,PR,3
LILY AND THE LION,12,17,18,"(',', ',')",",",",",,",",1
LILY AND THE LION,12,17,19,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,12,17,20,"('seemed', 'VBD')",VBD,seemed,seemed,VB,6
LILY AND THE LION,12,17,21,"('like', 'IN')",IN,like,like,IN,4
LILY AND THE LION,12,17,22,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,17,23,"('whistling', 'NN')",NN,whistling,whistling,NN,9
LILY AND THE LION,12,17,24,"('of', 'IN')",IN,of,of,IN,2
LILY AND THE LION,12,17,25,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,17,26,"('wind', 'NN')",NN,wind,wind,NN,4
LILY AND THE LION,12,17,27,"('among', 'IN')",IN,among,among,IN,5
LILY AND THE LION,12,17,28,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,12,17,29,"('fir-trees', 'NNS')",NNS,fir-trees,firtrees,NN,9
LILY AND THE LION,13,0,0,"('Then', 'RB')",RB,Then,then,RB,4
LILY AND THE LION,13,0,1,"('poor', 'JJ')",JJ,poor,poor,JJ,4
LILY AND THE LION,13,0,2,"('Lily', 'NNP')",NNP,Lily,lily,NN,4
LILY AND THE LION,13,0,3,"('was', 'VBD')",VBD,was,was,VB,3
LILY AND THE LION,13,0,4,"('led', 'VBN')",VBN,led,led,VB,3
LILY AND THE LION,13,0,5,"('away', 'RB')",RB,away,away,RB,4
LILY AND THE LION,13,0,6,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,0,7,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,0,8,"('forced', 'VBD')",VBD,forced,forced,VB,6
LILY AND THE LION,13,0,9,"('to', 'TO')",TO,to,to,TO,2
LILY AND THE LION,13,0,10,"('give', 'VB')",VB,give,give,VB,4
LILY AND THE LION,13,0,11,"('up', 'RP')",RP,up,up,RP,2
LILY AND THE LION,13,0,12,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,0,13,"('golden', 'JJ')",JJ,golden,golden,JJ,6
LILY AND THE LION,13,0,14,"('dress', 'NN')",NN,dress,dress,NN,5
LILY AND THE LION,13,1,0,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,1,1,"('when', 'WRB')",WRB,when,when,WR,4
LILY AND THE LION,13,1,2,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,13,1,3,"('saw', 'VBD')",VBD,saw,saw,VB,3
LILY AND THE LION,13,1,4,"('that', 'IN')",IN,that,that,IN,4
LILY AND THE LION,13,1,5,"('there', 'EX')",EX,there,there,EX,5
LILY AND THE LION,13,1,6,"('was', 'VBD')",VBD,was,was,VB,3
LILY AND THE LION,13,1,7,"('no', 'DT')",DT,no,no,DT,2
LILY AND THE LION,13,1,8,"('help', 'NN')",NN,help,help,NN,4
LILY AND THE LION,13,1,9,"('for', 'IN')",IN,for,for,IN,3
LILY AND THE LION,13,1,10,"('her', 'PRP$')",PRP$,her,her,PR,3
LILY AND THE LION,13,1,11,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,1,12,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,13,1,13,"('went', 'VBD')",VBD,went,went,VB,4
LILY AND THE LION,13,1,14,"('out', 'RP')",RP,out,out,RP,3
LILY AND THE LION,13,1,15,"('into', 'IN')",IN,into,into,IN,4
LILY AND THE LION,13,1,16,"('a', 'DT')",DT,a,a,DT,1
LILY AND THE LION,13,1,17,"('meadow', 'NN')",NN,meadow,meadow,NN,6
LILY AND THE LION,13,1,18,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,1,19,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,1,20,"('sat', 'VBD')",VBD,sat,sat,VB,3
LILY AND THE LION,13,1,21,"('herself', 'PRP')",PRP,herself,herself,PR,7
LILY AND THE LION,13,1,22,"('down', 'RP')",RP,down,down,RP,4
LILY AND THE LION,13,1,23,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,1,24,"('wept', 'VB')",VB,wept,wept,VB,4
LILY AND THE LION,13,2,0,"('But', 'CC')",CC,But,but,CC,3
LILY AND THE LION,13,2,1,"('as', 'IN')",IN,as,as,IN,2
LILY AND THE LION,13,2,2,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,13,2,3,"('sat', 'VBD')",VBD,sat,sat,VB,3
LILY AND THE LION,13,2,4,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,13,2,5,"('bethought', 'VBD')",VBD,bethought,bethought,VB,9
LILY AND THE LION,13,2,6,"('herself', 'PRP')",PRP,herself,herself,PR,7
LILY AND THE LION,13,2,7,"('of', 'IN')",IN,of,of,IN,2
LILY AND THE LION,13,2,8,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,2,9,"('egg', 'NN')",NN,egg,egg,NN,3
LILY AND THE LION,13,2,10,"('that', 'IN')",IN,that,that,IN,4
LILY AND THE LION,13,2,11,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,2,12,"('moon', 'NN')",NN,moon,moon,NN,4
LILY AND THE LION,13,2,13,"('had', 'VBD')",VBD,had,had,VB,3
LILY AND THE LION,13,2,14,"('given', 'VBN')",VBN,given,given,VB,5
LILY AND THE LION,13,2,15,"('her', 'PRP$')",PRP$,her,her,PR,3
LILY AND THE LION,13,3,0,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,3,1,"('when', 'WRB')",WRB,when,when,WR,4
LILY AND THE LION,13,3,2,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,13,3,3,"('broke', 'VBD')",VBD,broke,broke,VB,5
LILY AND THE LION,13,3,4,"('it', 'PRP')",PRP,it,it,PR,2
LILY AND THE LION,13,3,5,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,3,6,"('there', 'EX')",EX,there,there,EX,5
LILY AND THE LION,13,3,7,"('ran', 'VBZ')",VBZ,ran,ran,VB,3
LILY AND THE LION,13,3,8,"('out', 'RP')",RP,out,out,RP,3
LILY AND THE LION,13,3,9,"('a', 'DT')",DT,a,a,DT,1
LILY AND THE LION,13,3,10,"('hen', 'NN')",NN,hen,hen,NN,3
LILY AND THE LION,13,3,11,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,3,12,"('twelve', 'NN')",NN,twelve,twelve,NN,6
LILY AND THE LION,13,3,13,"('chickens', 'NNS')",NNS,chickens,chickens,NN,8
LILY AND THE LION,13,3,14,"('of', 'IN')",IN,of,of,IN,2
LILY AND THE LION,13,3,15,"('pure', 'JJ')",JJ,pure,pure,JJ,4
LILY AND THE LION,13,3,16,"('gold', 'NN')",NN,gold,gold,NN,4
LILY AND THE LION,13,3,17,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,3,18,"('that', 'IN')",IN,that,that,IN,4
LILY AND THE LION,13,3,19,"('played', 'VBD')",VBD,played,played,VB,6
LILY AND THE LION,13,3,20,"('about', 'IN')",IN,about,about,IN,5
LILY AND THE LION,13,3,21,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,3,22,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,3,23,"('then', 'RB')",RB,then,then,RB,4
LILY AND THE LION,13,3,24,"('nestled', 'VBN')",VBN,nestled,nestled,VB,7
LILY AND THE LION,13,3,25,"('under', 'IN')",IN,under,under,IN,5
LILY AND THE LION,13,3,26,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,3,27,"('old', 'JJ')",JJ,old,old,JJ,3
LILY AND THE LION,13,3,28,"('one', 'CD')",CD,one,one,CD,3
LILY AND THE LION,13,3,29,"('’', 'NN')",NN,’,,NN,1
LILY AND THE LION,13,3,30,"('s', 'NN')",NN,s,s,NN,1
LILY AND THE LION,13,3,31,"('wings', 'NNS')",NNS,wings,wings,NN,5
LILY AND THE LION,13,3,32,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,3,33,"('so', 'RB')",RB,so,so,RB,2
LILY AND THE LION,13,3,34,"('as', 'IN')",IN,as,as,IN,2
LILY AND THE LION,13,3,35,"('to', 'TO')",TO,to,to,TO,2
LILY AND THE LION,13,3,36,"('form', 'VB')",VB,form,form,VB,4
LILY AND THE LION,13,3,37,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,3,38,"('most', 'RBS')",RBS,most,most,RB,4
LILY AND THE LION,13,3,39,"('beautiful', 'JJ')",JJ,beautiful,beautiful,JJ,9
LILY AND THE LION,13,3,40,"('sight', 'NN')",NN,sight,sight,NN,5
LILY AND THE LION,13,3,41,"('in', 'IN')",IN,in,in,IN,2
LILY AND THE LION,13,3,42,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,3,43,"('world', 'NN')",NN,world,world,NN,5
LILY AND THE LION,13,4,0,"('And', 'CC')",CC,And,and,CC,3
LILY AND THE LION,13,4,1,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,13,4,2,"('rose', 'VBD')",VBD,rose,rose,VB,4
LILY AND THE LION,13,4,3,"('up', 'RB')",RB,up,up,RB,2
LILY AND THE LION,13,4,4,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,4,5,"('drove', 'VB')",VB,drove,drove,VB,5
LILY AND THE LION,13,4,6,"('them', 'PRP')",PRP,them,them,PR,4
LILY AND THE LION,13,4,7,"('before', 'IN')",IN,before,before,IN,6
LILY AND THE LION,13,4,8,"('her', 'PRP')",PRP,her,her,PR,3
LILY AND THE LION,13,4,9,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,4,10,"('till', 'VB')",VB,till,till,VB,4
LILY AND THE LION,13,4,11,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,4,12,"('bride', 'NN')",NN,bride,bride,NN,5
LILY AND THE LION,13,4,13,"('saw', 'VBD')",VBD,saw,saw,VB,3
LILY AND THE LION,13,4,14,"('them', 'PRP')",PRP,them,them,PR,4
LILY AND THE LION,13,4,15,"('from', 'IN')",IN,from,from,IN,4
LILY AND THE LION,13,4,16,"('her', 'PRP$')",PRP$,her,her,PR,3
LILY AND THE LION,13,4,17,"('window', 'NN')",NN,window,window,NN,6
LILY AND THE LION,13,4,18,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,4,19,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,4,20,"('was', 'VBD')",VBD,was,was,VB,3
LILY AND THE LION,13,4,21,"('so', 'RB')",RB,so,so,RB,2
LILY AND THE LION,13,4,22,"('pleased', 'JJ')",JJ,pleased,pleased,JJ,7
LILY AND THE LION,13,4,23,"('that', 'IN')",IN,that,that,IN,4
LILY AND THE LION,13,4,24,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,13,4,25,"('came', 'VBD')",VBD,came,came,VB,4
LILY AND THE LION,13,4,26,"('forth', 'RB')",RB,forth,forth,RB,5
LILY AND THE LION,13,4,27,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,4,28,"('asked', 'VBD')",VBD,asked,asked,VB,5
LILY AND THE LION,13,4,29,"('her', 'PRP$')",PRP$,her,her,PR,3
LILY AND THE LION,13,4,30,"('if', 'IN')",IN,if,if,IN,2
LILY AND THE LION,13,4,31,"('she', 'PRP')",PRP,she,she,PR,3
LILY AND THE LION,13,4,32,"('would', 'MD')",MD,would,would,MD,5
LILY AND THE LION,13,4,33,"('sell', 'VB')",VB,sell,sell,VB,4
LILY AND THE LION,13,4,34,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,4,35,"('brood', 'NN')",NN,brood,brood,NN,5
LILY AND THE LION,13,5,0,"('‘', 'MD')",MD,‘,,MD,1
LILY AND THE LION,13,5,1,"('Not', 'RB')",RB,Not,not,RB,3
LILY AND THE LION,13,5,2,"('for', 'IN')",IN,for,for,IN,3
LILY AND THE LION,13,5,3,"('gold', 'NN')",NN,gold,gold,NN,4
LILY AND THE LION,13,5,4,"('or', 'CC')",CC,or,or,CC,2
LILY AND THE LION,13,5,5,"('silver', 'NN')",NN,silver,silver,NN,6
LILY AND THE LION,13,5,6,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,5,7,"('but', 'CC')",CC,but,but,CC,3
LILY AND THE LION,13,5,8,"('for', 'IN')",IN,for,for,IN,3
LILY AND THE LION,13,5,9,"('flesh', 'JJ')",JJ,flesh,flesh,JJ,5
LILY AND THE LION,13,5,10,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,5,11,"('blood', 'NN')",NN,blood,blood,NN,5
LILY AND THE LION,13,6,0,"('let', 'VB')",VB,let,let,VB,3
LILY AND THE LION,13,6,1,"('me', 'PRP')",PRP,me,me,PR,2
LILY AND THE LION,13,6,2,"('again', 'RB')",RB,again,again,RB,5
LILY AND THE LION,13,6,3,"('this', 'DT')",DT,this,this,DT,4
LILY AND THE LION,13,6,4,"('evening', 'NN')",NN,evening,evening,NN,7
LILY AND THE LION,13,6,5,"('speak', 'NN')",NN,speak,speak,NN,5
LILY AND THE LION,13,6,6,"('with', 'IN')",IN,with,with,IN,4
LILY AND THE LION,13,6,7,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,6,8,"('bridegroom', 'NN')",NN,bridegroom,bridegroom,NN,10
LILY AND THE LION,13,6,9,"('in', 'IN')",IN,in,in,IN,2
LILY AND THE LION,13,6,10,"('his', 'PRP$')",PRP$,his,his,PR,3
LILY AND THE LION,13,6,11,"('chamber', 'NN')",NN,chamber,chamber,NN,7
LILY AND THE LION,13,6,12,"(',', ',')",",",",",,",",1
LILY AND THE LION,13,6,13,"('and', 'CC')",CC,and,and,CC,3
LILY AND THE LION,13,6,14,"('I', 'PRP')",PRP,I,i,PR,1
LILY AND THE LION,13,6,15,"('will', 'MD')",MD,will,will,MD,4
LILY AND THE LION,13,6,16,"('give', 'VB')",VB,give,give,VB,4
LILY AND THE LION,13,6,17,"('thee', 'VB')",VB,thee,thee,VB,4
LILY AND THE LION,13,6,18,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,13,6,19,"('whole', 'JJ')",JJ,whole,whole,JJ,5
LILY AND THE LION,13,6,20,"('brood', 'NN')",NN,brood,brood,NN,5
LILY AND THE LION,13,7,0,"('’', 'NN')",NN,’,,NN,1
LILY AND THE LION,14,0,0,"('Then', 'RB')",RB,Then,then,RB,4
LILY AND THE LION,14,0,1,"('the', 'DT')",DT,the,the,DT,3
LILY AND THE LION,14,0,2,"('princess', 'NN')",NN,princess,princess,NN,8
